%6|1780555526.076|FAIL|rdkafka#consumer-1| [thrd:localhost:9093/bootstrap]: localhost:9093/bootstrap: Disconnected: connection reset by peer (after 1ms in state APIVERSION_QUERY, 4 identical error(s) suppressed)
%6|1780555564.069|FAIL|rdkafka#consumer-1| [thrd:localhost:9093/bootstrap]: localhost:9093/bootstrap: Disconnected: connection reset by peer (after 1ms in state APIVERSION_QUERY, 4 identical error(s) suppressed)
%6|1780555594.095|FAIL|rdkafka#consumer-1| [thrd:localhost:9093/bootstrap]: localhost:9093/bootstrap: Disconnected: connection reset by peer (after 1ms in state APIVERSION_QUERY, 3 identical error(s) suppressed)
%6|1780555624.119|FAIL|rdkafka#consumer-1| [thrd:localhost:9093/bootstrap]: localhost:9093/bootstrap: Disconnected: connection reset by peer (after 1ms in state APIVERSION_QUERY, 3 identical error(s) suppressed)
%6|1780555654.144|FAIL|rdkafka#consumer-1| [thrd:localhost:9093/bootstrap]: localhost:9093/bootstrap: Disconnected: connection reset by peer (after 1ms in state APIVERSION_QUERY, 3 identical error(s) suppressed)
%6|1780555690.707|FAIL|rdkafka#consumer-1| [thrd:localhost:9093/bootstrap]: localhost:9093/bootstrap: Disconnected: connection reset by peer (after 1ms in state APIVERSION_QUERY, 4 identical error(s) suppressed)
%6|1780555720.731|FAIL|rdkafka#consumer-1| [thrd:localhost:9093/bootstrap]: localhost:9093/bootstrap: Disconnected: connection reset by peer (after 1ms in state APIVERSION_QUERY, 3 identical error(s) suppressed)
%6|1780555759.651|FAIL|rdkafka#consumer-1| [thrd:localhost:9093/bootstrap]: localhost:9093/bootstrap: Disconnected: connection reset by peer (after 1ms in state APIVERSION_QUERY, 4 identical error(s) suppressed)
%6|1780555797.115|FAIL|rdkafka#consumer-1| [thrd:localhost:9093/bootstrap]: localhost:9093/bootstrap: Disconnected: connection reset by peer (after 0ms in state APIVERSION_QUERY, 4 identical error(s) suppressed)
%6|1780555836.446|FAIL|rdkafka#consumer-1| [thrd:localhost:9093/bootstrap]: localhost:9093/bootstrap: Disconnected: connection reset by peer (after 1ms in state APIVERSION_QUERY, 4 identical error(s) suppressed)
%6|1780555875.898|FAIL|rdkafka#consumer-1| [thrd:localhost:9093/bootstrap]: localhost:9093/bootstrap: Disconnected: connection reset by peer (after 0ms in state APIVERSION_QUERY, 4 identical error(s) suppressed)
%6|1780555905.930|FAIL|rdkafka#consumer-1| [thrd:localhost:9093/bootstrap]: localhost:9093/bootstrap: Disconnected: connection reset by peer (after 1ms in state APIVERSION_QUERY, 3 identical error(s) suppressed)
%6|1780555944.604|FAIL|rdkafka#consumer-1| [thrd:localhost:9093/bootstrap]: localhost:9093/bootstrap: Disconnected: connection reset by peer (after 1ms in state APIVERSION_QUERY, 4 identical error(s) suppressed)
%6|1780555974.631|FAIL|rdkafka#consumer-1| [thrd:localhost:9093/bootstrap]: localhost:9093/bootstrap: Disconnected: connection reset by peer (after 1ms in state APIVERSION_QUERY, 3 identical error(s) suppressed)
%6|1780556013.253|FAIL|rdkafka#consumer-1| [thrd:localhost:9093/bootstrap]: localhost:9093/bootstrap: Disconnected: connection reset by peer (after 1ms in state APIVERSION_QUERY, 4 identical error(s) suppressed)
%6|1780556043.284|FAIL|rdkafka#consumer-1| [thrd:localhost:9093/bootstrap]: localhost:9093/bootstrap: Disconnected: connection reset by peer (after 0ms in state APIVERSION_QUERY, 3 identical error(s) suppressed)
%6|1780556073.305|FAIL|rdkafka#consumer-1| [thrd:localhost:9093/bootstrap]: localhost:9093/bootstrap: Disconnected: connection reset by peer (after 0ms in state APIVERSION_QUERY, 3 identical error(s) suppressed)
%6|1780556103.330|FAIL|rdkafka#consumer-1| [thrd:localhost:9093/bootstrap]: localhost:9093/bootstrap: Disconnected: connection reset by peer (after 0ms in state APIVERSION_QUERY, 3 identical error(s) suppressed)
%6|1780556133.358|FAIL|rdkafka#consumer-1| [thrd:localhost:9093/bootstrap]: localhost:9093/bootstrap: Disconnected: connection reset by peer (after 1ms in state APIVERSION_QUERY, 3 identical error(s) suppressed)
%6|1780556171.867|FAIL|rdkafka#consumer-1| [thrd:localhost:9093/bootstrap]: localhost:9093/bootstrap: Disconnected: connection reset by peer (after 1ms in state APIVERSION_QUERY, 4 identical error(s) suppressed)
%6|1780556209.977|FAIL|rdkafka#consumer-1| [thrd:localhost:9093/bootstrap]: localhost:9093/bootstrap: Disconnected: connection reset by peer (after 0ms in state APIVERSION_QUERY, 4 identical error(s) suppressed)
%6|1780556240.006|FAIL|rdkafka#consumer-1| [thrd:localhost:9093/bootstrap]: localhost:9093/bootstrap: Disconnected: connection reset by peer (after 1ms in state APIVERSION_QUERY, 3 identical error(s) suppressed)
%6|1780556277.321|FAIL|rdkafka#consumer-1| [thrd:localhost:9093/bootstrap]: localhost:9093/bootstrap: Disconnected: connection reset by peer (after 1ms in state APIVERSION_QUERY, 4 identical error(s) suppressed)
%6|1780556313.643|FAIL|rdkafka#consumer-1| [thrd:localhost:9093/bootstrap]: localhost:9093/bootstrap: Disconnected: connection reset by peer (after 1ms in state APIVERSION_QUERY, 4 identical error(s) suppressed)
%6|1780556347.442|FAIL|rdkafka#consumer-1| [thrd:localhost:9093/bootstrap]: localhost:9093/bootstrap: Disconnected: connection reset by peer (after 0ms in state APIVERSION_QUERY, 4 identical error(s) suppressed)
